NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF DNA DUPLEX UNWINDING%GOBP%GO:1905462	3		Rejected!	
TENDON CELL DIFFERENTIATION%GOBP%GO:0035990	2		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	279		Rejected!	
PEPTIDE CATABOLIC PROCESS%GOBP%GO:0043171	30	20		
MITOCHONDRIAL MRNA POLYADENYLATION%GOBP%GO:0097222	1		Rejected!	
LYCOPENE METABOLIC PROCESS%GOBP%GO:1901175	1		Rejected!	
CYTOCHROME COMPLEX ASSEMBLY%GOBP%GO:0017004	38	32		
JUN PHOSPHORYLATION%GOBP%GO:0007258	1		Rejected!	
REGULATION OF BONE REMODELING%GOBP%GO:0046850	36	24		
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	179	142		
VIRAL PROCESS%GOBP%GO:0016032	171	152		
REGULATION OF BUNDLE OF HIS CELL ACTION POTENTIAL%GOBP%GO:0098905	2		Rejected!	
REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646	37	34		
NEGATIVE REGULATION OF EOSINOPHIL MIGRATION%GOBP%GO:2000417	2		Rejected!	
PROTEIN LOCALIZATION TO MICROTUBULE END%GOBP%GO:1905725	3		Rejected!	
PRIMITIVE ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0060319	2		Rejected!	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900016	21	16		
INTRACELLULAR MONOATOMIC ANION HOMEOSTASIS%GOBP%GO:0030002	2		Rejected!	
NEGATIVE REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS%GOBP%GO:0110091	2		Rejected!	
TRIGEMINAL NERVE STRUCTURAL ORGANIZATION%GOBP%GO:0021637	6		Rejected!	
POSITIVE REGULATION OF CAP-INDEPENDENT TRANSLATIONAL INITIATION%GOBP%GO:1903679	3		Rejected!	
REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010564	627		Rejected!	
NEGATIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010829	12		Rejected!	
CELLOBIOSE CATABOLIC PROCESS%GOBP%GO:2000892	1		Rejected!	
BONE MINERALIZATION INVOLVED IN BONE MATURATION%GOBP%GO:0035630	3		Rejected!	
NEGATIVE REGULATION OF PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0032463	1		Rejected!	
RHODOPSIN MEDIATED SIGNALING PATHWAY%GOBP%GO:0016056	3		Rejected!	
STEM CELL PROLIFERATION%GOBP%GO:0072089	20		Rejected!	
LIPID TUBE ASSEMBLY%GOBP%GO:0060988	2		Rejected!	
MEIOTIC SPINDLE MIDZONE ASSEMBLY%GOBP%GO:0051257	1		Rejected!	
REGULATION OF NEUTROPHIL DIFFERENTIATION%GOBP%GO:0045658	2		Rejected!	
REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 1 PRODUCTION%GOBP%GO:0071652	1		Rejected!	
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466	144	76		
CALCIUM EXPORT FROM THE MITOCHONDRION%GOBP%GO:0099093	3		Rejected!	
REGULATION OF RESPONSE TO STRESS%GOBP%GO:0080134	1177		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-DEPENDENT%GOBP%GO:0002485	1		Rejected!	
TRANSCRIPTION INITIATION AT RNA POLYMERASE I PROMOTER%GOBP%GO:0006361	9		Rejected!	
CORTICAL CYTOSKELETON ORGANIZATION%GOBP%GO:0030865	37	33		
REGULATION OF T CELL COSTIMULATION%GOBP%GO:2000523	5		Rejected!	
PROSTATE GLAND DEVELOPMENT%GOBP%GO:0030850	8		Rejected!	
NEGATIVE REGULATION OF CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:2000065	4		Rejected!	
REGULATION OF CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:1900037	11		Rejected!	
MESENCHYMAL CELL DIFFERENTIATION INVOLVED IN LUNG DEVELOPMENT%GOBP%GO:0060915	1		Rejected!	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	126	116		
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GOBP%GO:0048199	29	29		
BENZOYL-COA METABOLIC PROCESS%GOBP%GO:1901787	1		Rejected!	
EMBRYO IMPLANTATION%GOBP%GO:0007566	15		Rejected!	
DNA REPLICATION, SYNTHESIS OF RNA PRIMER%GOBP%GO:0006269	5		Rejected!	
ANDROGEN CATABOLIC PROCESS%GOBP%GO:0006710	4		Rejected!	
RRNA 5'-END PROCESSING%GOBP%GO:0000967	5		Rejected!	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	164	132		
AXIS SPECIFICATION%GOBP%GO:0009798	58	25		
POSITIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050921	114	76		
MITOTIC CELL CYCLE PROCESS%GOBP%GO:1903047	449		Rejected!	
POSITIVE REGULATION OF DNA TOPOISOMERASE (ATP-HYDROLYZING) ACTIVITY%GOBP%GO:2000373	5		Rejected!	
DNA DOUBLE-STRAND BREAK PROCESSING%GOBP%GO:0000729	18	15		
CYTOSOL TO ENDOPLASMIC RETICULUM TRANSPORT%GOBP%GO:0046967	4		Rejected!	
EXTRACELLULAR MATRIX-CELL SIGNALING%GOBP%GO:0035426	1		Rejected!	
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	143	79		
HEART FIELD SPECIFICATION%GOBP%GO:0003128	6		Rejected!	
METANEPHRIC GLOMERULAR MESANGIAL CELL DIFFERENTIATION%GOBP%GO:0072254	2		Rejected!	
SYSTEM DEVELOPMENT%GOBP%GO:0048731	2167		Rejected!	
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271	15	15		
KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640	49	21		
RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700	916		Rejected!	
REGULATION OF INTERMEDIATE FILAMENT DEPOLYMERIZATION%GOBP%GO:0030842	1		Rejected!	
HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT%GOBP%GO:0048534	30	17		
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	121	91		
POSITIVE REGULATION OF INTESTINAL ABSORPTION%GOBP%GO:1904480	4		Rejected!	
WNT RECEPTOR CATABOLIC PROCESS%GOBP%GO:0038018	2		Rejected!	
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	61	34		
POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032332	11		Rejected!	
NEGATIVE REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043305	3		Rejected!	
PROTEIN LOCALIZATION TO GOLGI MEMBRANE%GOBP%GO:1903292	5		Rejected!	
METANEPHRIC DCT CELL DIFFERENTIATION%GOBP%GO:0072240	1		Rejected!	
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:1905461	5		Rejected!	
NITRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015706	1		Rejected!	
DIGESTION%GOBP%GO:0007586	69	26		
DEVELOPMENT OF SECONDARY FEMALE SEXUAL CHARACTERISTICS%GOBP%GO:0046543	1		Rejected!	
RENAL VESICLE DEVELOPMENT%GOBP%GO:0072087	7		Rejected!	
NEGATIVE REGULATION OF AXON REGENERATION%GOBP%GO:0048681	8		Rejected!	
OSSIFICATION%GOBP%GO:0001503	138	88		
NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1903573	41	35		
POSITIVE REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070169	48	27		
MAMMILLARY AXONAL COMPLEX DEVELOPMENT%GOBP%GO:0061373	1		Rejected!	
REGULATION OF ATF6-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903891	4		Rejected!	
INTERLEUKIN-18-MEDIATED SIGNALING PATHWAY%GOBP%GO:0035655	6		Rejected!	
CARDIAC ATRIUM DEVELOPMENT%GOBP%GO:0003230	26		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000479	14		Rejected!	
PLUS-END-DIRECTED ORGANELLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072386	6		Rejected!	
POSITIVE REGULATION OF PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE ACTIVITY%GOBP%GO:0150074	2		Rejected!	
OOCYTE MATURATION%GOBP%GO:0001556	10		Rejected!	
AROMATIC AMINO ACID FAMILY BIOSYNTHETIC PROCESS, PREPHENATE PATHWAY%GOBP%GO:0009095	1		Rejected!	
ALPHA-TUBULIN ACETYLATION%GOBP%GO:0071929	1		Rejected!	
PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936	74	68		
REGULATION OF MESENCHYMAL STEM CELL MIGRATION%GOBP%GO:1905320	1		Rejected!	
PLASMACYTOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002470	1		Rejected!	
NEGATIVE REGULATION OF NEUROTROPHIN PRODUCTION%GOBP%GO:0032900	1		Rejected!	
ACIDIC AMINO ACID TRANSPORT%GOBP%GO:0015800	26		Rejected!	
CEREBRAL CORTEX RADIALLY ORIENTED CELL MIGRATION%GOBP%GO:0021799	11		Rejected!	
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	101	62		
REGULATION OF TRANSFORMING GROWTH FACTOR BETA3 PRODUCTION%GOBP%GO:0032910	1		Rejected!	
PEPTIDYL-HISTIDINE METHYLATION%GOBP%GO:0018021	1		Rejected!	
LEARNING OR MEMORY%GOBP%GO:0007611	119	60		
N-ACETYLNEURAMINATE CATABOLIC PROCESS%GOBP%GO:0019262	7		Rejected!	
UMP BIOSYNTHETIC PROCESS%GOBP%GO:0006222	4		Rejected!	
CELLULAR RESPONSE TO GLUCOSE STARVATION%GOBP%GO:0042149	40	38		
POSITIVE REGULATION OF PRE-MIRNA PROCESSING%GOBP%GO:2000633	2		Rejected!	
NEGATIVE REGULATION OF HIGH-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010987	1		Rejected!	
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	37	33		
POSITIVE REGULATION OF HEMOSTASIS%GOBP%GO:1900048	22	16		
PRIMITIVE STREAK FORMATION%GOBP%GO:0090009	4		Rejected!	
NEGATIVE REGULATION OF THYMOCYTE APOPTOTIC PROCESS%GOBP%GO:0070244	3		Rejected!	
NEGATIVE REGULATION OF CORNIFICATION%GOBP%GO:1905716	1		Rejected!	
COLLATERAL SPROUTING IN ABSENCE OF INJURY%GOBP%GO:0048669	2		Rejected!	
NEGATIVE REGULATION OF LONG-TERM SYNAPTIC DEPRESSION%GOBP%GO:1900453	2		Rejected!	
HETEROCYCLE CATABOLIC PROCESS%GOBP%GO:0046700	328		Rejected!	
NUCLEOID ORGANIZATION%GOBP%GO:0090143	1		Rejected!	
POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090200	24	24		
ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002265	4		Rejected!	
NADH METABOLIC PROCESS%GOBP%GO:0006734	28	22		
MITOCHONDRIAL PYRUVATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0006850	3		Rejected!	
NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION%GOBP%GO:0045650	5		Rejected!	
STEROL METABOLIC PROCESS%GOBP%GO:0016125	82	52		
T-CIRCLE FORMATION%GOBP%GO:0090656	11		Rejected!	
REGULATION OF CHROMATIN ORGANIZATION%GOBP%GO:1902275	34	29		
NUCLEOLUS ORGANIZATION%GOBP%GO:0007000	11		Rejected!	
PROTEIN ACTIVATION CASCADE%GOBP%GO:0072376	16		Rejected!	
REGULATION OF LUNG GOBLET CELL DIFFERENTIATION%GOBP%GO:1901249	1		Rejected!	
REGULATION OF HIGH-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010982	4		Rejected!	
NEGATIVE REGULATION OF G2/MI TRANSITION OF MEIOTIC CELL CYCLE%GOBP%GO:0110031	1		Rejected!	
SPERMATID NUCLEUS DIFFERENTIATION%GOBP%GO:0007289	16		Rejected!	
SPECIFICATION OF POSTERIOR MESONEPHRIC TUBULE IDENTITY%GOBP%GO:0072169	1		Rejected!	
CELLULAR RESPONSE TO ENDOGENOUS STIMULUS%GOBP%GO:0071495	787		Rejected!	
TRNA WOBBLE BASE CYTOSINE METHYLATION%GOBP%GO:0002127	1		Rejected!	
REGULATION OF TRANSPORT%GOBP%GO:0051049	1250		Rejected!	
G PROTEIN-COUPLED PURINERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035588	3		Rejected!	
ENTRAINMENT OF CIRCADIAN CLOCK%GOBP%GO:0009649	27	22		
RESPONSE TO ELECTRICAL STIMULUS%GOBP%GO:0051602	6		Rejected!	
BRONCHIOLE DEVELOPMENT%GOBP%GO:0060435	1		Rejected!	
NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0016479	10		Rejected!	
POSITIVE REGULATION OF GAMMA-DELTA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:2001193	1		Rejected!	
CEREBELLAR PURKINJE CELL LAYER STRUCTURAL ORGANIZATION%GOBP%GO:0021693	2		Rejected!	
ASPARAGINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903713	2		Rejected!	
CELLULAR RESPONSE TO FLAVONOID%GOBP%GO:1905396	1		Rejected!	
ESTABLISHMENT OF MELANOSOME LOCALIZATION%GOBP%GO:0032401	17		Rejected!	
REGULATION OF SINGLE-STRANDED TELOMERIC DNA BINDING%GOBP%GO:0060380	1		Rejected!	
FOLIC ACID-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0009397	5		Rejected!	
INTRACELLULAR PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0065002	25	24		
RENAL GLUCOSE ABSORPTION%GOBP%GO:0035623	3		Rejected!	
HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0001942	25		Rejected!	
CORNIFICATION%GOBP%GO:0070268	6		Rejected!	
KIDNEY MESENCHYME MORPHOGENESIS%GOBP%GO:0072131	1		Rejected!	
NEGATIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900152	12		Rejected!	
ORNITHINE CATABOLIC PROCESS%GOBP%GO:0006593	1		Rejected!	
PROTECTION FROM NON-HOMOLOGOUS END JOINING AT TELOMERE%GOBP%GO:0031848	6		Rejected!	
CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0033173	12		Rejected!	
RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0051788	17	15		
TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0007260	7		Rejected!	
ADENYLATE CYCLASE-INHIBITING G PROTEIN-COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007196	3		Rejected!	
CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:0032869	104	80		
EPITHELIAL-MESENCHYMAL CELL SIGNALING%GOBP%GO:0060684	2		Rejected!	
VENOUS ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0060843	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY%GOBP%GO:1905183	1		Rejected!	
MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0007064	20	18		
ATRIOVENTRICULAR BUNDLE CELL DIFFERENTIATION%GOBP%GO:0003167	2		Rejected!	
PROTEIN SULFHYDRATION%GOBP%GO:0044524	1		Rejected!	
PEPTIDYL-LYSINE DIMETHYLATION%GOBP%GO:0018027	5		Rejected!	
PROSTANOID CATABOLIC PROCESS%GOBP%GO:0062232	2		Rejected!	
CELLULAR RESPONSE TO ARSENITE ION%GOBP%GO:1903843	4		Rejected!	
NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY%GOBP%GO:0045959	8		Rejected!	
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OSMOTIC STRESS%GOBP%GO:0008627	1		Rejected!	
NEGATIVE REGULATION OF CALCIUM IMPORT INTO THE MITOCHONDRION%GOBP%GO:0110099	1		Rejected!	
POSITIVE REGULATION OF MICROGLIAL CELL ACTIVATION%GOBP%GO:1903980	6		Rejected!	
SEQUESTERING OF EXTRACELLULAR LIGAND FROM RECEPTOR%GOBP%GO:0035581	10		Rejected!	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0035592	73	49		
POSITIVE REGULATION OF POLARIZED EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030862	1		Rejected!	
NEGATIVE REGULATION OF RENAL PHOSPHATE EXCRETION%GOBP%GO:1903403	1		Rejected!	
NEUROTRANSMITTER RECEPTOR LOCALIZATION TO POSTSYNAPTIC SPECIALIZATION MEMBRANE%GOBP%GO:0099645	1		Rejected!	
REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	49	38		
REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032271	159	123		
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031116	30	26		
RESPONSE TO MUSCLE STRETCH%GOBP%GO:0035994	15		Rejected!	
'DE NOVO' NAD BIOSYNTHETIC PROCESS%GOBP%GO:0034627	4		Rejected!	
CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0007268	307	134		
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	120	94		
NCRNA PROCESSING%GOBP%GO:0034470	364		Rejected!	
REGULATION OF VIRAL TRANSLATION%GOBP%GO:1904971	2		Rejected!	
GOLGI VESICLE DOCKING%GOBP%GO:0048211	1		Rejected!	
RESPONSE TO ESTROGEN%GOBP%GO:0043627	35	26		
CELLULAR RESPONSE TO LIPID HYDROPEROXIDE%GOBP%GO:0071449	1		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:1903238	7		Rejected!	
ANTIFUNGAL INNATE IMMUNE RESPONSE%GOBP%GO:0061760	17		Rejected!	
ACTIN FILAMENT CAPPING%GOBP%GO:0051693	19	18		
POSITIVE REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0045989	7		Rejected!	
BEHAVIORAL RESPONSE TO STARVATION%GOBP%GO:0042595	1		Rejected!	
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051444	15	15		
VERY-LOW-DENSITY LIPOPROTEIN PARTICLE ASSEMBLY%GOBP%GO:0034379	11		Rejected!	
EXOCYTIC INSERTION OF NEUROTRANSMITTER RECEPTOR TO POSTSYNAPTIC MEMBRANE%GOBP%GO:0098967	2		Rejected!	
POSITIVE REGULATION OF DEOXYRIBONUCLEASE ACTIVITY%GOBP%GO:0032077	5		Rejected!	
RESPONSE TO REDOX STATE%GOBP%GO:0051775	10		Rejected!	
PROTEIN CARBOXYLATION%GOBP%GO:0018214	2		Rejected!	
PHENYLALANYL-TRNA AMINOACYLATION%GOBP%GO:0006432	3		Rejected!	
POSITIVE REGULATION OF TELOMERE MAINTENANCE IN RESPONSE TO DNA DAMAGE%GOBP%GO:1904507	15	15		
OSTEOCLAST FUSION%GOBP%GO:0072675	4		Rejected!	
LEADING EDGE CELL DIFFERENTIATION%GOBP%GO:0035026	1		Rejected!	
POSITIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031331	304		Rejected!	
PULMONARY VALVE MORPHOGENESIS%GOBP%GO:0003184	19		Rejected!	
NEGATIVE REGULATION OF G0 TO G1 TRANSITION%GOBP%GO:0070317	5		Rejected!	
NEGATIVE REGULATION OF ATF6-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903892	2		Rejected!	
N-ACYLETHANOLAMINE METABOLIC PROCESS%GOBP%GO:0070291	5		Rejected!	
NEGATIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002865	2		Rejected!	
POSITIVE REGULATION OF MITOCHONDRIAL RNA CATABOLIC PROCESS%GOBP%GO:0000962	3		Rejected!	
REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673	22	21		
NEGATIVE REGULATION OF ACTION POTENTIAL%GOBP%GO:0045759	3		Rejected!	
MYOBLAST FUSION%GOBP%GO:0007520	19		Rejected!	
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002710	20	18		
IMMATURE B CELL DIFFERENTIATION%GOBP%GO:0002327	8		Rejected!	
PLATELET ACTIVATING FACTOR BIOSYNTHETIC PROCESS%GOBP%GO:0006663	4		Rejected!	
ACTION POTENTIAL%GOBP%GO:0001508	76	39		
GUANINE DEGLYCATION, GLYOXAL REMOVAL%GOBP%GO:0106046	1		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	66	53		
PROTEIN N-LINKED GLYCOSYLATION%GOBP%GO:0006487	68	59		
POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429	28	24		
BASAL DENDRITE MORPHOGENESIS%GOBP%GO:0150019	3		Rejected!	
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000651	13		Rejected!	
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	41	27		
MULTICELLULAR ORGANISMAL MOVEMENT%GOBP%GO:0050879	27	19		
CELL KILLING%GOBP%GO:0001906	92	53		
REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010611	31	22		
ORGANELLE LOCALIZATION%GOBP%GO:0051640	450		Rejected!	
REGULATION OF T-HELPER 2 CELL DIFFERENTIATION%GOBP%GO:0045628	8		Rejected!	
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	100	93		
MRNA TRANSCRIPTION%GOBP%GO:0009299	42	39		
RESPONSE TO INTERFERON-ALPHA%GOBP%GO:0035455	18	17		
CELLULAR RESPONSE TO THYROID HORMONE STIMULUS%GOBP%GO:0097067	8		Rejected!	
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002855	8		Rejected!	
MEMORY T CELL ACTIVATION%GOBP%GO:0035709	1		Rejected!	
POSITIVE REGULATION OF OSSIFICATION%GOBP%GO:0045778	43	26		
INSULIN METABOLIC PROCESS%GOBP%GO:1901142	10		Rejected!	
POSITIVE REGULATION OF PLATELET AGGREGATION%GOBP%GO:1901731	11		Rejected!	
URETERIC BUD ELONGATION%GOBP%GO:0060677	2		Rejected!	
RENAL TUBULE MORPHOGENESIS%GOBP%GO:0061333	32		Rejected!	
POSITIVE REGULATION OF GLOMERULAR MESANGIAL CELL PROLIFERATION%GOBP%GO:0072126	3		Rejected!	
REGULATION OF CALCIUM-INDEPENDENT CELL-CELL ADHESION%GOBP%GO:0051040	2		Rejected!	
REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903311	279		Rejected!	
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS%GOBP%GO:0042982	20	16		
REGULATION OF CELL DIFFERENTIATION%GOBP%GO:0045595	1112		Rejected!	
DEOXYRIBONUCLEOSIDE DIPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009192	1		Rejected!	
REGULATION OF CARDIAC MUSCLE FIBER DEVELOPMENT%GOBP%GO:0055018	1		Rejected!	
RESPONSE TO HOST DEFENSES%GOBP%GO:0052200	1		Rejected!	
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0002042	18		Rejected!	
POSITIVE REGULATION OF PEROXIDASE ACTIVITY%GOBP%GO:2000470	2		Rejected!	
NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392	30	24		
ARGININE METABOLIC PROCESS%GOBP%GO:0006525	14		Rejected!	
POSITIVE REGULATION OF TOOTH MINERALIZATION%GOBP%GO:0070172	8		Rejected!	
OTOLITH MORPHOGENESIS%GOBP%GO:0032474	2		Rejected!	
REGULATION OF HETEROCHROMATIN ORGANIZATION%GOBP%GO:0120261	23	19		
DETERMINATION OF INTESTINE LEFT/RIGHT ASYMMETRY%GOBP%GO:0071908	1		Rejected!	
POSITIVE REGULATION OF CARDIAC ENDOTHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0062000	1		Rejected!	
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	95	63		
ESCRT COMPLEX DISASSEMBLY%GOBP%GO:1904896	10		Rejected!	
REGULATION OF HORMONE BIOSYNTHETIC PROCESS%GOBP%GO:0046885	18		Rejected!	
PLUS-END-DIRECTED VESICLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072383	5		Rejected!	
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	50	20		
IMPORT INTO THE MITOCHONDRION%GOBP%GO:0170036	43	38		
NEURON PROJECTION MAINTENANCE%GOBP%GO:1990535	11		Rejected!	
POSITIVE REGULATION OF N-TERMINAL PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000761	1		Rejected!	
POSITIVE REGULATION OF MYELOID CELL APOPTOTIC PROCESS%GOBP%GO:0033034	7		Rejected!	
ASPARTYL-TRNA AMINOACYLATION%GOBP%GO:0006422	2		Rejected!	
BRANCH ELONGATION INVOLVED IN SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0060667	1		Rejected!	
REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010665	11		Rejected!	
METANEPHRIC INTERSTITIAL FIBROBLAST DEVELOPMENT%GOBP%GO:0072259	1		Rejected!	
CLATHRIN COAT ASSEMBLY INVOLVED IN ENDOCYTOSIS%GOBP%GO:0099049	1		Rejected!	
NEGATIVE REGULATION OF ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:1903225	3		Rejected!	
REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045604	39	20		
CARDIAC CHAMBER BALLOONING%GOBP%GO:0003242	1		Rejected!	
POSITIVE REGULATION OF HIPPO SIGNALING%GOBP%GO:0035332	9		Rejected!	
REGULATION OF CYTOKINETIC PROCESS%GOBP%GO:0032954	7		Rejected!	
REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	126	92		
PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0009395	40	28		
PARATHYROID GLAND DEVELOPMENT%GOBP%GO:0060017	4		Rejected!	
ENDOPLASMIC RETICULUM LOCALIZATION%GOBP%GO:0051643	7		Rejected!	
REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751	28	25		
NEGATIVE REGULATION OF ATPASE-COUPLED CALCIUM TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901895	3		Rejected!	
