NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TAK1-DEPENDENT IKK AND NF-KAPPA-B ACTIVATION%REACTOME%R-HSA-445989.10	TAK1-DEPENDENT IKK AND NF-KAPPA-B ACTIVATION%REACTOME%R-HSA-445989.10		43	0.33354276	0.9703792	0.49860725	0.72447807	1.0	2221	tags=23%, list=17%, signal=28%	
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.2	RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.2		36	0.34629738	0.97031873	0.52200305	0.72435474	1.0	2055	tags=25%, list=15%, signal=29%	
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME%R-HSA-2644606.3	CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME%R-HSA-2644606.3		52	0.3267503	0.9699857	0.5271429	0.72487056	1.0	2105	tags=23%, list=16%, signal=27%	
NOTCH SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH SIGNALING PATHWAY	NOTCH SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH SIGNALING PATHWAY		49	0.3310506	0.969796	0.5359765	0.72504234	1.0	1555	tags=22%, list=12%, signal=25%	
COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 65%1442490	COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 65%1442490		20	0.39519858	0.969597	0.5023548	0.7252198	1.0	1679	tags=25%, list=12%, signal=29%	
OPIOID PROOPIOMELANOCORTIN PATHWAY%PANTHER PATHWAY%P05917	OPIOID PROOPIOMELANOCORTIN PATHWAY%PANTHER PATHWAY%P05917		15	0.42040938	0.96950257	0.51692307	0.7251732	1.0	2645	tags=40%, list=20%, signal=50%	
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050		167	0.27985933	0.9693367	0.5332527	0.72527766	1.0	2389	tags=23%, list=18%, signal=28%	
ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING	ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING		42	0.33975142	0.96917015	0.49558824	0.7254053	1.0	1961	tags=33%, list=15%, signal=39%	
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME DATABASE ID RELEASE 65%114452	ACTIVATION OF BH3-ONLY PROTEINS%REACTOME DATABASE ID RELEASE 65%114452		28	0.36257794	0.96891564	0.5	0.72571397	1.0	631	tags=14%, list=5%, signal=15%	
MEMBRANE FISSION%GOBP%GO:0090148	MEMBRANE FISSION%GOBP%GO:0090148		41	0.34329066	0.96852624	0.51343286	0.72637475	1.0	4205	tags=54%, list=31%, signal=78%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1902475	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1902475		28	0.37066424	0.96849716	0.51840943	0.72617257	1.0	2550	tags=29%, list=19%, signal=35%	
INFECTION WITH MYCOBACTERIUM TUBERCULOSIS%REACTOME%R-HSA-9635486.4	INFECTION WITH MYCOBACTERIUM TUBERCULOSIS%REACTOME%R-HSA-9635486.4		26	0.37471175	0.96828645	0.52323836	0.7263893	1.0	3213	tags=42%, list=24%, signal=55%	
POSITIVE REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090277	POSITIVE REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090277		30	0.361271	0.9682756	0.5179104	0.72613513	1.0	1574	tags=20%, list=12%, signal=23%	
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING		45	0.3346906	0.9674175	0.53636366	0.72787726	1.0	1985	tags=22%, list=15%, signal=26%	
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	EPIDERMIS DEVELOPMENT%GOBP%GO:0008544		80	0.30872172	0.96680284	0.52893674	0.7290449	1.0	2097	tags=20%, list=16%, signal=24%	
NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901880	NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901880		36	0.34448513	0.9666758	0.5216763	0.72907805	1.0	3275	tags=36%, list=24%, signal=48%	
CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 65%2894862	CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 65%2894862		52	0.3267503	0.9664818	0.50574714	0.72925335	1.0	2105	tags=23%, list=16%, signal=27%	
NEURON MATURATION%GOBP%GO:0042551	NEURON MATURATION%GOBP%GO:0042551		16	0.4145167	0.96633	0.51869917	0.72932136	1.0	3009	tags=38%, list=22%, signal=48%	
M-CSF%IOB%M-CSF	M-CSF%IOB%M-CSF		19	0.39451066	0.9660604	0.4992272	0.7296648	1.0	2502	tags=37%, list=19%, signal=45%	
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031345	NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031345		90	0.30353338	0.96584094	0.52693826	0.72991526	1.0	2009	tags=19%, list=15%, signal=22%	
TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME%R-HSA-72202.4	TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME%R-HSA-72202.4		76	0.30851164	0.96543276	0.5212038	0.7306136	1.0	3194	tags=32%, list=24%, signal=41%	
PYRUVATE DECARBOXYLASE E1 COMPONENT DEFICIENCY (PDHE1 DEFICIENCY)%SMPDB%SMP0000334	PYRUVATE DECARBOXYLASE E1 COMPONENT DEFICIENCY (PDHE1 DEFICIENCY)%SMPDB%SMP0000334		18	0.39879578	0.9650083	0.5069767	0.7313374	1.0	1501	tags=28%, list=11%, signal=31%	
DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009262	DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009262		28	0.3685273	0.964969	0.5259146	0.7311557	1.0	2102	tags=25%, list=16%, signal=30%	
RHOBTB1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013422	RHOBTB1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9013422		23	0.37621233	0.9648661	0.5228951	0.73113763	1.0	2111	tags=39%, list=16%, signal=46%	
OTHER INTERLEUKIN SIGNALING%REACTOME%R-HSA-449836.12	OTHER INTERLEUKIN SIGNALING%REACTOME%R-HSA-449836.12		19	0.3930886	0.9646475	0.5276873	0.7313773	1.0	1254	tags=32%, list=9%, signal=35%	
PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY		30	0.36093426	0.964642	0.5436447	0.7311149	1.0	2357	tags=33%, list=18%, signal=40%	
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.3	SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.3		52	0.3267503	0.96450585	0.5389049	0.73114634	1.0	2105	tags=23%, list=16%, signal=27%	
RESPONSE TO AMINO ACID%GOBP%GO:0043200	RESPONSE TO AMINO ACID%GOBP%GO:0043200		33	0.35402992	0.964111	0.5147493	0.7317621	1.0	1296	tags=18%, list=10%, signal=20%	
NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007	NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007		57	0.32198963	0.96401834	0.5209235	0.73170596	1.0	3158	tags=30%, list=23%, signal=39%	
POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010822	POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010822		60	0.31879708	0.9635897	0.5280576	0.7324426	1.0	1892	tags=22%, list=14%, signal=25%	
GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0043001	GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0043001		30	0.3585429	0.96336126	0.5285505	0.73270375	1.0	1003	tags=20%, list=7%, signal=22%	
POSITIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002793	POSITIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002793		30	0.361271	0.9632969	0.52112675	0.7325824	1.0	1574	tags=20%, list=12%, signal=23%	
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524	NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524		47	0.32997054	0.9632644	0.518732	0.7323797	1.0	3189	tags=28%, list=24%, signal=36%	
MULTI-ORGANISM REPRODUCTIVE PROCESS%GOBP%GO:0044703	MULTI-ORGANISM REPRODUCTIVE PROCESS%GOBP%GO:0044703		32	0.35435075	0.9631416	0.53151864	0.7324139	1.0	3645	tags=44%, list=27%, signal=60%	
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289	NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289		51	0.3271574	0.96273595	0.5317003	0.73308593	1.0	5334	tags=49%, list=40%, signal=81%	
GM-CSF%IOB%GM-CSF	GM-CSF%IOB%GM-CSF		46	0.3294121	0.9625239	0.51754385	0.73331946	1.0	2659	tags=35%, list=20%, signal=43%	
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%R-HSA-159227.4	TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%R-HSA-159227.4		31	0.3575367	0.9624991	0.521148	0.73310465	1.0	2749	tags=39%, list=20%, signal=49%	
MITOTIC CYTOKINESIS%GOBP%GO:0000281	MITOTIC CYTOKINESIS%GOBP%GO:0000281		73	0.30746657	0.96235204	0.5153129	0.7331725	1.0	2936	tags=33%, list=22%, signal=42%	
BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY	BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY		15	0.4150493	0.9622408	0.4952381	0.7331761	1.0	2262	tags=40%, list=17%, signal=48%	
PRIMARY HYPEROXALURIA II, PH2%SMPDB%SMP0000558	PRIMARY HYPEROXALURIA II, PH2%SMPDB%SMP0000558		18	0.39879578	0.962076	0.5211039	0.7332738	1.0	1501	tags=28%, list=11%, signal=31%	
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME%R-HSA-5693532.5	DNA DOUBLE-STRAND BREAK REPAIR%REACTOME%R-HSA-5693532.5		124	0.28437477	0.9620468	0.52234995	0.73306257	1.0	4232	tags=31%, list=31%, signal=45%	
DISEASES OF CARBOHYDRATE METABOLISM%REACTOME%R-HSA-5663084.5	DISEASES OF CARBOHYDRATE METABOLISM%REACTOME%R-HSA-5663084.5		26	0.3680788	0.9620171	0.51755726	0.7328608	1.0	982	tags=15%, list=7%, signal=17%	
REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649	REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649		76	0.30627456	0.96199477	0.5340751	0.7326404	1.0	2067	tags=26%, list=15%, signal=31%	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902305	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902305		26	0.3703085	0.96175927	0.5210608	0.7329101	1.0	2239	tags=23%, list=17%, signal=28%	
MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963	MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963		20	0.38856813	0.9615838	0.5221374	0.7330619	1.0	4693	tags=60%, list=35%, signal=92%	
TRANSLATION OF STRUCTURAL PROTEINS%REACTOME DATABASE ID RELEASE 65%9694635	TRANSLATION OF STRUCTURAL PROTEINS%REACTOME DATABASE ID RELEASE 65%9694635		56	0.32362387	0.9615351	0.52503794	0.7329014	1.0	3213	tags=29%, list=24%, signal=37%	
CILIOPATHIES%WIKIPATHWAYS_20240210%WP4803%HOMO SAPIENS	CILIOPATHIES%WIKIPATHWAYS_20240210%WP4803%HOMO SAPIENS		103	0.29248154	0.96149194	0.5401554	0.7327263	1.0	3363	tags=27%, list=25%, signal=36%	
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320		178	0.27665704	0.96126974	0.5802171	0.7329573	1.0	2724	tags=24%, list=20%, signal=29%	
PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY	PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY		52	0.32371956	0.9603569	0.5236729	0.73483676	1.0	3030	tags=29%, list=23%, signal=37%	
FGFR2 ALTERNATIVE SPLICING%REACTOME DATABASE ID RELEASE 65%6803529	FGFR2 ALTERNATIVE SPLICING%REACTOME DATABASE ID RELEASE 65%6803529		24	0.37430787	0.96000445	0.54126984	0.73538935	1.0	3106	tags=42%, list=23%, signal=54%	
GOLGI TO ENDOSOME TRANSPORT%GOBP%GO:0006895	GOLGI TO ENDOSOME TRANSPORT%GOBP%GO:0006895		15	0.41218346	0.9600025	0.52495974	0.73511964	1.0	2427	tags=33%, list=18%, signal=41%	
REGULATION OF NEURON MIGRATION%GOBP%GO:2001222	REGULATION OF NEURON MIGRATION%GOBP%GO:2001222		20	0.38483834	0.95996654	0.5259842	0.7349248	1.0	760	tags=15%, list=6%, signal=16%	
LEIGH SYNDROME%SMPDB%SMP0000196	LEIGH SYNDROME%SMPDB%SMP0000196		18	0.39879578	0.95995724	0.5272162	0.7346683	1.0	1501	tags=28%, list=11%, signal=31%	
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20240210%WP5121%HOMO SAPIENS	SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20240210%WP5121%HOMO SAPIENS		21	0.38865444	0.95962024	0.5232	0.7351896	1.0	1985	tags=29%, list=15%, signal=33%	
VITAMIN A DEFICIENCY%SMPDB%SMP0000336	VITAMIN A DEFICIENCY%SMPDB%SMP0000336		19	0.39758426	0.9595932	0.53125	0.7349821	1.0	1851	tags=26%, list=14%, signal=30%	
SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.5	SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.5		52	0.3267503	0.95935386	0.53846157	0.7352768	1.0	2105	tags=23%, list=16%, signal=27%	
DIACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046339	DIACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046339		18	0.40079284	0.9588993	0.5245642	0.7360537	1.0	580	tags=11%, list=4%, signal=12%	
PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20240210%WP4263%HOMO SAPIENS	PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20240210%WP4263%HOMO SAPIENS		61	0.3145867	0.95854837	0.5263889	0.73660797	1.0	2042	tags=20%, list=15%, signal=23%	
PYRUVATE KINASE DEFICIENCY%PATHWHIZ%PW000535	PYRUVATE KINASE DEFICIENCY%PATHWHIZ%PW000535		18	0.39879578	0.9583514	0.5294118	0.73680997	1.0	1501	tags=28%, list=11%, signal=31%	
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0043433	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0043433		112	0.28842464	0.9581878	0.54792744	0.7369	1.0	1203	tags=13%, list=9%, signal=14%	
REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646	REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646		34	0.34386566	0.95807016	0.515885	0.736887	1.0	2808	tags=38%, list=21%, signal=48%	
BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY		33	0.35407165	0.9571939	0.5472561	0.7386855	1.0	2167	tags=33%, list=16%, signal=40%	
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS		62	0.31344658	0.957011	0.5324138	0.7388464	1.0	1273	tags=19%, list=9%, signal=21%	
MYOMETRIAL RELAXATION AND CONTRACTION PATHWAYS%WIKIPATHWAYS_20240210%WP289%HOMO SAPIENS	MYOMETRIAL RELAXATION AND CONTRACTION PATHWAYS%WIKIPATHWAYS_20240210%WP289%HOMO SAPIENS		81	0.30576617	0.95661396	0.55433285	0.7394971	1.0	1321	tags=19%, list=10%, signal=20%	
HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN		67	0.31102398	0.9565476	0.52819806	0.7393713	1.0	1727	tags=19%, list=13%, signal=22%	
RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074	RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074		54	0.31922203	0.95568305	0.5338028	0.741087	1.0	2649	tags=30%, list=20%, signal=37%	
GLUCAGON-LIKE PEPTIDE-1 (GLP1) REGULATES INSULIN SECRETION%REACTOME%R-HSA-381676.6	GLUCAGON-LIKE PEPTIDE-1 (GLP1) REGULATES INSULIN SECRETION%REACTOME%R-HSA-381676.6		25	0.3715675	0.955532	0.53492063	0.74116254	1.0	1597	tags=24%, list=12%, signal=27%	
RNA DECAPPING%GOBP%GO:0110154	RNA DECAPPING%GOBP%GO:0110154		15	0.40838668	0.9549494	0.51597446	0.74226373	1.0	1100	tags=20%, list=8%, signal=22%	
POSITIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045913	POSITIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045913		41	0.33422995	0.95483303	0.5422222	0.74226826	1.0	1753	tags=20%, list=13%, signal=22%	
P38 MAPK SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 MAPK SIGNALING PATHWAY	P38 MAPK SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 MAPK SIGNALING PATHWAY		25	0.36483917	0.95432585	0.52492213	0.74316156	1.0	3030	tags=44%, list=23%, signal=57%	
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332		20	0.3882563	0.95396584	0.525641	0.7437335	1.0	3957	tags=30%, list=29%, signal=42%	
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132	ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132		25	0.368314	0.953793	0.5337423	0.743853	1.0	1978	tags=20%, list=15%, signal=23%	
RHOBTB GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9706574	RHOBTB GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9706574		35	0.34944776	0.95355463	0.53523237	0.7441181	1.0	2334	tags=37%, list=17%, signal=45%	
NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232	NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232		20	0.38474488	0.9534153	0.54307693	0.7441378	1.0	2096	tags=30%, list=16%, signal=35%	
PYRUVATE DEHYDROGENASE COMPLEX DEFICIENCY%PATHWHIZ%PW000117	PYRUVATE DEHYDROGENASE COMPLEX DEFICIENCY%PATHWHIZ%PW000117		18	0.39879578	0.95335746	0.5472868	0.74399847	1.0	1501	tags=28%, list=11%, signal=31%	
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	LEUKOCYTE PROLIFERATION%GOBP%GO:0070661		36	0.34208894	0.9532852	0.5453125	0.74389464	1.0	3384	tags=36%, list=25%, signal=48%	
TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME%R-HSA-159230.4	TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME%R-HSA-159230.4		32	0.3526914	0.95319813	0.52905196	0.74380356	1.0	2749	tags=38%, list=20%, signal=47%	
EYE DEVELOPMENT%GOBP%GO:0001654	EYE DEVELOPMENT%GOBP%GO:0001654		91	0.29748058	0.95306146	0.56	0.7438326	1.0	1313	tags=13%, list=10%, signal=15%	
METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 65%6806667	METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 65%6806667		22	0.38040525	0.95305973	0.5381026	0.7435617	1.0	1571	tags=18%, list=12%, signal=21%	
POSITIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046641	POSITIVE REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046641		15	0.41529316	0.95175385	0.56666666	0.7463114	1.0	1834	tags=40%, list=14%, signal=46%	
CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357	CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357		24	0.372684	0.9515997	0.5381026	0.74638283	1.0	3375	tags=50%, list=25%, signal=67%	
SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME%R-HSA-9662360.2	SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME%R-HSA-9662360.2		38	0.33663553	0.95150334	0.5394933	0.7463317	1.0	1429	tags=18%, list=11%, signal=21%	
MYELOID CELL HOMEOSTASIS%GOBP%GO:0002262	MYELOID CELL HOMEOSTASIS%GOBP%GO:0002262		54	0.31721678	0.9513786	0.54469275	0.74634737	1.0	3313	tags=39%, list=25%, signal=51%	
MAINTENANCE OF PROTEIN LOCALIZATION IN ORGANELLE%GOBP%GO:0072595	MAINTENANCE OF PROTEIN LOCALIZATION IN ORGANELLE%GOBP%GO:0072595		32	0.35517412	0.95124906	0.5538462	0.7463602	1.0	2287	tags=28%, list=17%, signal=34%	
GLYCOSAMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0030203	GLYCOSAMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0030203		62	0.31126443	0.9509493	0.54741377	0.7467854	1.0	2379	tags=26%, list=18%, signal=31%	
CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267	CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267		113	0.28721067	0.9508852	0.5706874	0.74664485	1.0	2745	tags=26%, list=20%, signal=32%	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	HEART VALVE MORPHOGENESIS%GOBP%GO:0003179		32	0.34896648	0.95056605	0.5431165	0.74708486	1.0	550	tags=16%, list=4%, signal=16%	
PI METABOLISM%REACTOME%R-HSA-1483255.7	PI METABOLISM%REACTOME%R-HSA-1483255.7		74	0.30815998	0.95044994	0.591922	0.74709123	1.0	2609	tags=26%, list=19%, signal=32%	
COMPLEMENT ACTIVATION%GOBP%GO:0006956	COMPLEMENT ACTIVATION%GOBP%GO:0006956		25	0.37207323	0.9502915	0.5163297	0.74717134	1.0	660	tags=16%, list=5%, signal=17%	
SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)	SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)		50	0.3248897	0.9502782	0.53722626	0.74692893	1.0	2262	tags=26%, list=17%, signal=31%	
LEISHMANIA INFECTION%REACTOME DATABASE ID RELEASE 65%9658195	LEISHMANIA INFECTION%REACTOME DATABASE ID RELEASE 65%9658195		190	0.27172568	0.9501303	0.5856622	0.7469956	1.0	2649	tags=28%, list=20%, signal=35%	
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY		15	0.41017434	0.94982666	0.54895663	0.7474019	1.0	1900	tags=33%, list=14%, signal=39%	
G-PROTEIN MEDIATED EVENTS%REACTOME%R-HSA-112040.3	G-PROTEIN MEDIATED EVENTS%REACTOME%R-HSA-112040.3		40	0.33253166	0.94981366	0.5200594	0.74715453	1.0	1900	tags=28%, list=14%, signal=32%	
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771		26	0.36054474	0.9497512	0.5470852	0.74702245	1.0	2009	tags=19%, list=15%, signal=23%	
SUMOYLATION OF INTRACELLULAR RECEPTORS%REACTOME%R-HSA-4090294.5	SUMOYLATION OF INTRACELLULAR RECEPTORS%REACTOME%R-HSA-4090294.5		21	0.38378853	0.9496556	0.5503145	0.7469659	1.0	1498	tags=14%, list=11%, signal=16%	
POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162	POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162		67	0.3062461	0.949317	0.5615276	0.7475002	1.0	2159	tags=30%, list=16%, signal=35%	
REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090313	REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090313		23	0.37153947	0.94926435	0.55394524	0.7473454	1.0	1451	tags=26%, list=11%, signal=29%	
PARASITIC INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 65%9824443	PARASITIC INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 65%9824443		190	0.27172568	0.9490598	0.5705951	0.74753493	1.0	2649	tags=28%, list=20%, signal=35%	
RNA STABILIZATION%GOBP%GO:0043489	RNA STABILIZATION%GOBP%GO:0043489		43	0.33012167	0.9489313	0.5476879	0.74755573	1.0	984	tags=14%, list=7%, signal=15%	
